"plotn"	"TypePL"	"TCT"	"PLrr"	"MF"	"TypeMF"	"Aridity"	"RWC"	"Height"	"Shanon"	"alpha"	"Potential"	"SLO"	"Sand"	"Facil"	"HumanFootprint"	"Cow"	"Goat"	"Pig"	"prod"	"veg_type"	"ph"	"sr"	"lat"	"long"
"241"	"72"	1	23.8	0.796702023	0.597264968	1	0.532	59.85543215	2.177634602	2.73	1.652327555	0.176541121	12.15	2.499681958	"66.66666667"	5.74821	23.54303	1.92637	4.1024	7.696613846	2	7.966117857	12	-3.99644	-79.427159
"242"	"72"	1	23.8	0.796702023	0.597264968	1	0.532	59.85543215	2.177634602	2.73	1.652327555	0.176541121	12.15	2.499681958	"66.66666667"	5.74821	23.54303	1.92637	4.1024	7.696613846	2	7.966117857	12	-3.99644	-79.427159
"25"	"83"	1	41.85833333	0.731141132	0.651761179	1	0.7357	88.9023135	1.68692213	5.57	1.840894101	0.282571358	17.7	2.124680775	NA	15.21576	2.54787	11.44481	0	9.679281663	2	7.568268732	19	36.696167	58.6695
"251"	"83"	1	41.85833333	0.731141132	0.651761179	1	0.7357	88.9023135	1.68692213	5.57	1.840894101	0.282571358	17.7	2.124680775	NA	15.21576	2.54787	11.44481	0	9.679281663	2	7.568268732	19	36.696167	58.6695
"252"	"83"	1	41.85833333	0.731141132	0.651761179	1	0.7357	88.9023135	1.68692213	5.57	1.840894101	0.282571358	17.7	2.124680775	NA	15.21576	2.54787	11.44481	0	9.679281663	2	7.568268732	19	36.696167	58.6695
"26"	"85"	1	15.46666667	0.56871203	-0.306574259	0	0.7521	69.25703854	1.400434368	8.5	2.4336517	0.375656311	22.3	2.677485457	NA	8.77233	2.43653	19.48762	0	8.387775509	2	7.832896458	21	37.429083	58.109556
"261"	"85"	1	15.46666667	0.56871203	-0.306574259	0	0.7521	69.25703854	1.400434368	8.5	2.4336517	0.375656311	22.3	2.677485457	NA	8.77233	2.43653	19.48762	0	8.387775509	2	7.832896458	21	37.429083	58.109556
"262"	"85"	1	15.46666667	0.56871203	-0.306574259	0	0.7521	69.25703854	1.400434368	8.5	2.4336517	0.375656311	22.3	2.677485457	NA	8.77233	2.43653	19.48762	0	8.387775509	2	7.832896458	21	37.429083	58.109556
"27"	"99"	0	7.1	0.556121601	-0.220241315	0	0.7436	20.91836735	2.723692868	5.72	1.774111116	0.37492926	4	2.930809631	NA	22.28789	0	0	0	7.314097864	4	7.280494597	13	0.575333	37.530167
"271"	"99"	0	7.1	0.556121601	-0.220241315	0	0.7436	20.91836735	2.723692868	5.72	1.774111116	0.37492926	4	2.930809631	NA	22.28789	0	0	0	7.314097864	4	7.280494597	13	0.575333	37.530167
"272"	"99"	0	7.1	0.556121601	-0.220241315	0	0.7436	20.91836735	2.723692868	5.72	1.774111116	0.37492926	4	2.930809631	NA	22.28789	0	0	0	7.314097864	4	7.280494597	13	0.575333	37.530167
